frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
458,16,[1536.5181884765625 739.0993041992188 2111.556884765625 1421.776611328125],car,[1730.554931640625 1303.642822265625 1867.232666015625 1349.596435546875],0.7100928425788879,BGESUSJ,0.49781346650864017
459,16,[1536.5416259765625 743.0016479492188 2113.44140625 1419.6318359375],car,[1732.60302734375 1309.8394775390625 1866.15625 1354.1798095703125],0.8684663772583008,BG6SVS,0.35008880389073066
460,16,[1535.796142578125 744.4496459960938 2114.239501953125 1420.979248046875],car,[1731.98779296875 1312.947998046875 1866.937255859375 1357.361083984375],0.8761288523674011,BG65USJ,0.11707467732120308
461,16,[1535.0467529296875 747.2485961914062 2114.8359375 1423.909423828125],car,[1730.486328125 1319.322021484375 1868.208984375 1365.197998046875],0.8288145065307617,BG65USJ,0.37242750869726754
462,16,[1535.35546875 749.6119384765625 2116.91455078125 1423.71728515625],car,[1729.820068359375 1325.007080078125 1871.1064453125 1373.180419921875],0.6614758372306824,BG65USJ,0.16973322061583335
463,16,[1534.441162109375 751.0131225585938 2117.505859375 1425.0029296875],car,[1728.601318359375 1328.166015625 1870.900634765625 1376.16064453125],0.797659158706665,BG65UUS,0.10966557680926257
464,16,[1534.31494140625 756.48876953125 2118.812255859375 1427.2576904296875],car,[1734.0328369140625 1337.683837890625 1869.2254638671875 1382.572265625],0.8386713266372681,BGGSUS,0.2334888232302182
465,16,[1533.81396484375 760.5780029296875 2120.51904296875 1429.1849365234375],car,[1735.8804931640625 1343.5721435546875 1871.1290283203125 1388.2572021484375],0.8791437149047852,OG65USJ,0.2663155362882198
466,16,[1533.587646484375 763.7081909179688 2121.428466796875 1429.1669921875],car,[1733.351806640625 1346.4586181640625 1872.767333984375 1391.5335693359375],0.8779739141464233,BCOBWS,0.04374783856490775
467,16,[1531.9444580078125 768.106201171875 2123.84423828125 1429.2232666015625],car,[1734.61181640625 1354.86572265625 1869.78369140625 1400.0263671875],0.8425652384757996,8GGSVS,0.22773969567119984
468,16,[1530.3876953125 773.2335815429688 2125.412109375 1428.9783935546875],car,[1734.156982421875 1363.06396484375 1873.566162109375 1408.09228515625],0.699737012386322,BGGSWS,0.5641353039176614
469,16,[1529.73876953125 775.7789916992188 2126.818359375 1427.9234619140625],car,[1734.724365234375 1365.71435546875 1873.81005859375 1411.76123046875],0.8337893486022949,BGGSWS,0.32606592673655016
470,16,[1525.5230712890625 779.86376953125 2129.534912109375 1427.3795166015625],car,[1738.342041015625 1371.7880859375 1873.009033203125 1417.80810546875],0.8766760230064392,OG65WSI,0.06897574293319178
471,16,[1513.0689697265625 783.79248046875 2131.639404296875 1427.7900390625],car,[1734.0758056640625 1378.18212890625 1875.9874267578125 1424.9072265625],0.8702148199081421,@GGSWS,0.40828962918317313
491,22,[690.0118408203125 766.564208984375 1104.09033203125 1121.6895751953125],car,[850.9537353515625 992.37841796875 944.5977783203125 1030.18310546875],0.2664348781108856,K64DHV,0.19810826203182863
504,22,[670.8175659179688 787.362548828125 1091.92529296875 1156.1552734375],car,[817.298583984375 1021.3546142578125 927.8082275390625 1063.8519287109375],0.40117570757865906,AK64DHV,0.5640441422881626
507,22,[661.6420288085938 796.1469116210938 1089.3388671875 1164.8193359375],car,[824.9912109375 1028.51171875 925.5361328125 1073.64111328125],0.4126235246658325,4KE4DHV,0.6793680292854445
515,22,[644.235595703125 811.1722412109375 1074.066650390625 1187.6207275390625],car,[809.1739501953125 1051.307373046875 915.1640625 1092.671630859375],0.28118446469306946,AKE4DMY,0.2108056400598547
519,22,[636.9906616210938 819.5560913085938 1062.0992431640625 1200.6375732421875],car,[797.4285888671875 1065.2958984375 914.7430419921875 1107.65576171875],0.4540962874889374,AKEDV,0.5589520539368543
520,22,[634.9137573242188 821.2332153320312 1060.88916015625 1203.730224609375],car,[799.4478759765625 1065.73681640625 912.6072998046875 1106.10693359375],0.473384290933609,AKE4DHV,0.39598635423814116
522,22,[630.5042114257812 825.1804809570312 1057.6390380859375 1211.8363037109375],car,[792.2352294921875 1075.315185546875 907.3203125 1115.739013671875],0.5059138536453247,AK64DMV,0.7203798949557507
523,22,[629.6224975585938 827.0735473632812 1058.0595703125 1214.1324462890625],car,[785.2113037109375 1078.548095703125 908.9715576171875 1117.0986328125],0.2853362262248993,AK64DHV,0.4062505637760489
524,22,[628.0848999023438 830.0038452148438 1056.2451171875 1218.43896484375],car,[785.5731201171875 1081.652099609375 899.043212890625 1119.818603515625],0.45958200097084045,AR64DMV,0.38452095683980153
525,22,[625.76171875 831.4080200195312 1056.1314697265625 1222.3226318359375],car,[785.452392578125 1083.2880859375 898.158935546875 1123.3896484375],0.6005538702011108,AK64DHV,0.5511213250419726
526,22,[623.9949951171875 832.6253051757812 1059.5084228515625 1224.39013671875],car,[784.242431640625 1084.4403076171875 899.747314453125 1125.0098876953125],0.48210838437080383,AK64DHV,0.555148596844207
527,22,[621.8824462890625 835.7738037109375 1055.96826171875 1229.274169921875],car,[785.2169189453125 1089.9925537109375 901.5494384765625 1129.6473388671875],0.2603128254413605,AKE4DHV,0.5781581008302635
528,22,[621.0094604492188 838.149658203125 1055.0047607421875 1232.8853759765625],car,[779.6409912109375 1092.1497802734375 904.8936767578125 1133.5328369140625],0.3712415099143982,AKE4DHV,0.37359894783361625
530,22,[617.9410400390625 843.7799072265625 1056.2545166015625 1237.97509765625],car,[785.21728515625 1100.114501953125 894.519287109375 1137.089599609375],0.44234520196914673,AK64DHV,0.36430530108574266
531,22,[615.6030883789062 847.0347290039062 1053.7059326171875 1242.5706787109375],car,[777.5750732421875 1105.8702392578125 887.4666748046875 1141.1317138671875],0.4908723533153534,AK64@HV,0.26148099786795975
532,22,[614.3756103515625 847.952392578125 1051.29150390625 1245.225830078125],car,[768.96533203125 1106.743408203125 893.9974365234375 1145.370849609375],0.6465687155723572,AKE4DMV,0.2522706565756752
533,22,[614.0108642578125 854.05615234375 1049.7662353515625 1249.2242431640625],car,[765.2794189453125 1109.9503173828125 894.2406005859375 1149.7879638671875],0.70090252161026,AK64DHV,0.5958965624399163
534,22,[610.9825439453125 857.7078857421875 1050.5863037109375 1253.5313720703125],car,[764.54345703125 1114.258056640625 888.2041015625 1152.239501953125],0.685539722442627,AK64DMV,0.40070571324089566
535,22,[609.1396484375 859.25048828125 1053.0384521484375 1256.2335205078125],car,[772.3375244140625 1114.850341796875 883.6483154296875 1155.385986328125],0.7676419615745544,AK64DHV,0.25217934068752995
536,22,[607.0391845703125 861.8348999023438 1048.552978515625 1260.7222900390625],car,[776.037109375 1118.640625 882.383544921875 1158.798828125],0.4708419144153595,AK64DHV,0.692625738877527
537,22,[603.9940185546875 864.5133056640625 1046.5985107421875 1264.4847412109375],car,[765.7767333984375 1121.5284423828125 885.7042236328125 1162.6173095703125],0.8152486681938171,AKE4DMV,0.4888533536737847
538,22,[602.934814453125 865.3617553710938 1049.5240478515625 1266.9183349609375],car,[759.5554809570312 1123.5228271484375 887.0755004882812 1165.1619873046875],0.7582968473434448,AK64DMV,0.33014216746287667
538,487,[1527.3140869140625 824.8311767578125 1928.1826171875 1133.529052734375],car,[1670.860107421875 1031.230712890625 1793.87158203125 1069.931396484375],0.444388210773468,EFLODZT,0.22971078589926916
539,22,[600.723388671875 868.83935546875 1047.00244140625 1271.522216796875],car,[758.409912109375 1128.38232421875 887.0093994140625 1170.66064453125],0.7677451968193054,AKF64DHV,0.6706073625243382
539,487,[1526.406982421875 826.2998657226562 1930.0240478515625 1135.7496337890625],car,[1666.8194580078125 1034.15966796875 1788.4552001953125 1071.18701171875],0.6628918051719666,EFLODZT,0.29193637325557015
540,22,[599.3430786132812 872.1468505859375 1043.2259521484375 1276.1783447265625],car,[757.1377563476562 1132.284423828125 885.2017211914062 1173.633544921875],0.7812884449958801,AK64DMV,0.7689805756431547
540,487,[1526.61279296875 829.0008544921875 1930.4930419921875 1138.8626708984375],car,[1666.039306640625 1036.432861328125 1796.296630859375 1072.618896484375],0.34983524680137634,EEFLDDZT,0.237927486370743
541,22,[598.0955810546875 873.458984375 1042.6566162109375 1279.6898193359375],car,[761.154541015625 1135.277587890625 881.380859375 1175.75634765625],0.8096014857292175,AK64DMV,0.08547736338553547
542,22,[595.9686889648438 876.2643432617188 1043.826904296875 1283.6944580078125],car,[756.3323974609375 1138.9716796875 879.3372802734375 1182.001953125],0.8379969000816345,AK64DHV,0.5093534473259151
542,487,[1527.39306640625 831.7066650390625 1930.80419921875 1145.69580078125],car,[1669.125244140625 1043.093017578125 1794.631591796875 1081.415283203125],0.5032002329826355,EEFDOZT,0.18361961617926933
543,22,[593.663818359375 879.87890625 1043.7047119140625 1287.612548828125],car,[756.3173828125 1141.9022216796875 880.347900390625 1185.0267333984375],0.8402848243713379,AK64DMV,0.44750488942543104
543,487,[1532.1556396484375 833.3328857421875 1933.380859375 1151.1634521484375],car,[1667.408203125 1042.5972900390625 1801.5595703125 1085.1180419921875],0.674091637134552,EF0DZIC,0.10077574782030863
544,22,[592.08935546875 881.2982788085938 1045.5189208984375 1289.7440185546875],car,[752.10302734375 1146.412353515625 881.3543701171875 1187.386474609375],0.7712743282318115,AK64DHV,0.4191611624826527
544,487,[1530.91845703125 835.22314453125 1933.9373779296875 1154.3154296875],car,[1673.1064453125 1049.482666015625 1788.35791015625 1088.182373046875],0.7051184177398682,EFIDZT,0.38562701665666177
545,22,[589.2774658203125 886.1868896484375 1045.75537109375 1294.0655517578125],car,[753.08203125 1148.3441162109375 878.5875244140625 1188.7816162109375],0.7669672966003418,AK64DHV,0.4611527241667737
545,487,[1529.734375 837.8193969726562 1935.339599609375 1158.7691650390625],car,[1674.159912109375 1052.009765625 1790.765869140625 1090.52001953125],0.6559842228889465,EFLDZT,0.33972010083028337
546,22,[586.2763671875 889.1340942382812 1043.95849609375 1299.3134765625],car,[752.4654541015625 1151.963134765625 879.0859375 1194.893798828125],0.8002574443817139,AKE4DHV,0.4504477459605055
546,487,[1528.58642578125 840.2064208984375 1936.890869140625 1163.66552734375],car,[1672.964599609375 1052.8311767578125 1797.033447265625 1093.8411865234375],0.5191855430603027,EFLODZT,0.2163401524897258
547,22,[586.1193237304688 891.2228393554688 1043.400390625 1301.9327392578125],car,[750.6519775390625 1153.0750732421875 878.6685791015625 1197.2689208984375],0.8690367341041565,AK64DHV,0.6853235375173087
547,487,[1528.1435546875 841.3973999023438 1937.2791748046875 1165.669921875],car,[1677.784423828125 1058.2366943359375 1792.71875 1095.9442138671875],0.6322942972183228,EFLODZI,0.4822525930306078
548,22,[582.1285400390625 893.7393798828125 1042.9261474609375 1307.2601318359375],car,[750.9044189453125 1157.7005615234375 880.4696044921875 1201.0091552734375],0.879371166229248,AK64DHV,0.876870141248326
548,487,[1527.81982421875 842.86376953125 1939.5975341796875 1169.3790283203125],car,[1671.587890625 1057.602294921875 1795.2841796875 1100.181640625],0.832939624786377,EFLDDZT,0.4179867515488065
549,487,[1525.3271484375 845.1173095703125 1939.515380859375 1173.8438720703125],car,[1670.9300537109375 1059.45849609375 1800.8526611328125 1104.46142578125],0.8423246741294861,EFLODZT,0.19260229355323033
549,22,[580.4103393554688 896.0918579101562 1042.661865234375 1310.5396728515625],car,[749.689697265625 1164.938720703125 871.229736328125 1204.796630859375],0.8253549337387085,AK64@MV,0.4512409957260545
550,487,[1528.5030517578125 846.4456787109375 1939.9169921875 1176.008056640625],car,[1674.174560546875 1062.901123046875 1795.35693359375 1103.788330078125],0.8630566000938416,EF10DZT,0.5755346095192506
550,22,[579.4425659179688 897.00048828125 1041.222900390625 1313.240234375],car,[751.1939086914062 1167.1688232421875 872.4716186523438 1207.2335205078125],0.7912018299102783,ARE4DHV,0.46317734113222064
551,487,[1528.072509765625 850.2334594726562 1940.8447265625 1179.7010498046875],car,[1676.060546875 1065.852294921875 1797.966796875 1106.271240234375],0.8601135015487671,EFIQDZT,0.15558132235868663
551,22,[577.3690185546875 900.52978515625 1044.068603515625 1318.4620361328125],car,[750.262939453125 1170.5531005859375 874.1484375 1213.9027099609375],0.8324645757675171,AK64DMV,0.7487782878311391
552,22,[574.3193969726562 903.1519775390625 1039.0311279296875 1322.273681640625],car,[747.761962890625 1177.1455078125 878.864013671875 1217.483642578125],0.8345844745635986,AK64DMV,0.3806595496490301
552,487,[1529.1829833984375 853.597900390625 1942.0625 1183.534912109375],car,[1676.4188232421875 1069.473876953125 1800.0655517578125 1109.727783203125],0.8089072704315186,EF10DZT,0.13188791433043742
553,22,[573.795166015625 904.3431396484375 1035.72216796875 1326.336181640625],car,[746.343505859375 1178.343017578125 867.166748046875 1218.507080078125],0.8223149180412292,AK64DHV,0.6738103385880811
553,487,[1529.135986328125 855.2275390625 1942.7557373046875 1185.3414306640625],car,[1679.7613525390625 1071.86181640625 1803.2847900390625 1111.021484375],0.7950717210769653,EF10DZT,0.5287398721154617
554,22,[572.1573486328125 907.5868530273438 1036.35107421875 1330.373779296875],car,[750.15380859375 1181.2978515625 868.282958984375 1223.130859375],0.8410552740097046,AK64DMV,0.6129276578395602
554,487,[1525.6134033203125 857.470458984375 1944.4415283203125 1188.2918701171875],car,[1676.1229248046875 1074.5771484375 1801.3419189453125 1115.4462890625],0.8237070441246033,EFODZI,0.29869477565827773
555,22,[569.6455078125 911.1303100585938 1039.1805419921875 1336.00244140625],car,[744.201416015625 1185.688232421875 868.7412109375 1227.617919921875],0.8363952040672302,AK64DMV,0.6875312374514571
555,487,[1526.105224609375 859.9822387695312 1945.3499755859375 1191.0579833984375],car,[1677.144775390625 1080.424072265625 1803.379638671875 1118.704345703125],0.49804407358169556,EF10DZT,0.10259743617085314
556,22,[568.6280517578125 914.242431640625 1037.8740234375 1339.213134765625],car,[740.739990234375 1188.7889404296875 871.535400390625 1229.3421630859375],0.8647115230560303,AK64DHV,0.30260521566316206
556,487,[1526.5604248046875 859.2776489257812 1945.4727783203125 1192.7210693359375],car,[1676.7001953125 1079.142578125 1808.80517578125 1119.7587890625],0.46180275082588196,EFLOZI,0.295268742475375
557,22,[566.8314819335938 918.7138671875 1040.0919189453125 1343.2943115234375],car,[737.0509033203125 1194.440185546875 868.6522216796875 1234.1533203125],0.8425543904304504,AKE4DHV,0.50765949308042
557,487,[1524.0018310546875 861.5999145507812 1945.7666015625 1197.021728515625],car,[1681.825927734375 1085.1639404296875 1800.566650390625 1124.4561767578125],0.36133643984794617,EFO@ZI,0.18139190506582517
558,22,[564.9158935546875 921.1760864257812 1040.54150390625 1347.9791259765625],car,[736.44677734375 1199.55126953125 867.46142578125 1240.469482421875],0.8026326894760132,AK64DMV,0.5102104361978526
558,487,[1528.8388671875 865.458251953125 1946.6988525390625 1201.259765625],car,[1683.9598388671875 1090.8931884765625 1806.7623291015625 1128.7139892578125],0.35965603590011597,EFL0DZT,0.27787411914195975
559,22,[564.5226440429688 924.1422119140625 1041.4637451171875 1350.5867919921875],car,[734.4290771484375 1204.2943115234375 865.2252197265625 1243.1949462890625],0.6985710859298706,AKE4DMV,0.4973906955924096
559,487,[1528.765380859375 866.1915283203125 1947.0272216796875 1203.3834228515625],car,[1681.863037109375 1090.34130859375 1809.065185546875 1130.44775390625],0.31275925040245056,EFO)ZI,0.1326533881132028
560,22,[563.2844848632812 927.7738647460938 1037.5323486328125 1356.0335693359375],car,[732.45458984375 1206.02587890625 860.7225341796875 1248.00390625],0.827597439289093,AKE4DMV,0.33739418940475985
560,487,[1532.1884765625 869.9307250976562 1947.664306640625 1207.4208984375],car,[1682.1695556640625 1093.0616455078125 1806.9288330078125 1132.9241943359375],0.3547047972679138,EFODZT,0.24275285516767472
561,22,[560.015380859375 932.032958984375 1038.3199462890625 1360.840576171875],car,[728.0906982421875 1209.0966796875 858.63232421875 1251.44384765625],0.7715232968330383,AK64DHV,0.5843620964718226
561,487,[1536.435546875 872.6115112304688 1949.6168212890625 1210.821533203125],car,[1683.273193359375 1096.206298828125 1806.67529296875 1135.979248046875],0.48368796706199646,EF10DZT,0.18670882842149886
562,22,[558.6710815429688 934.3734741210938 1039.937744140625 1364.3289794921875],car,[730.5962524414062 1211.58349609375 857.7145385742188 1253.5341796875],0.8618131875991821,AKE4DHV,0.8344658089250149
562,487,[1528.2740478515625 874.1956787109375 1950.67138671875 1211.724365234375],car,[1680.5831298828125 1096.595947265625 1807.8436279296875 1138.248779296875],0.7148403525352478,EFIO@ZT,0.1510950901805543
563,22,[556.9725341796875 936.8160400390625 1039.85400390625 1368.8436279296875],car,[729.78173828125 1216.5205078125 860.234619140625 1259.267578125],0.8650922775268555,AK64DHV,0.7374453669862587
563,487,[1527.617431640625 877.293701171875 1951.2205810546875 1215.1844482421875],car,[1680.9547119140625 1098.935302734375 1814.0765380859375 1144.447021484375],0.5782681107521057,EF10DZT,0.16046667974424086
564,22,[554.6996459960938 940.8334350585938 1041.4208984375 1373.4283447265625],car,[724.2628784179688 1221.990966796875 858.7656860351562 1264.309814453125],0.8708773851394653,AK64DHV,0.4139868178707108
564,487,[1526.68359375 879.2137451171875 1953.2894287109375 1219.47509765625],car,[1674.98583984375 1100.854736328125 1817.82373046875 1148.482666015625],0.7247388958930969,EF10DZT,0.2163107360058029
565,22,[553.9827270507812 942.3050537109375 1042.1014404296875 1375.4720458984375],car,[727.3104248046875 1223.991455078125 858.7738037109375 1265.503662109375],0.8643763065338135,AK64DHV,0.28794452058992115
565,487,[1526.8062744140625 880.8635864257812 1953.2269287109375 1221.0545654296875],car,[1681.97119140625 1106.1630859375 1814.67236328125 1148.448974609375],0.8063755035400391,EF10DZI,0.0934869336053094
566,22,[551.1906127929688 946.6856689453125 1042.45751953125 1380.2210693359375],car,[725.01220703125 1230.0482177734375 853.07958984375 1273.5311279296875],0.8523184061050415,AK64DHV,0.2946899793661911
566,487,[1523.9833984375 882.40185546875 1955.6387939453125 1225.2650146484375],car,[1683.6748046875 1114.4990234375 1811.9990234375 1151.88916015625],0.61241614818573,EFODZT,0.37734212921733684
567,22,[547.9251098632812 951.19091796875 1041.020751953125 1384.443115234375],car,[723.035400390625 1235.2357177734375 853.0751953125 1278.1947021484375],0.8500902652740479,AK64DHV,0.9504690663873475
567,487,[1525.564208984375 887.3339233398438 1958.5126953125 1229.2408447265625],car,[1686.2802734375 1117.974853515625 1808.9921875 1157.225341796875],0.7327790260314941,EFLODZT,0.3834584605732456
568,22,[546.5149536132812 953.7327880859375 1034.3912353515625 1387.2313232421875],car,[722.76904296875 1238.162841796875 853.5546875 1281.50390625],0.8511471152305603,AK64DHV,0.8554864334406674
568,487,[1524.5877685546875 889.6452026367188 1959.2109375 1231.6904296875],car,[1683.816650390625 1117.2147216796875 1814.051513671875 1160.7469482421875],0.8333743810653687,EFIQ@ZT,0.08340454724718642
569,22,[544.12939453125 958.8400268554688 1030.8167724609375 1392.0595703125],car,[721.5706787109375 1241.777099609375 851.9449462890625 1285.03759765625],0.8782891035079956,AK64DHV,0.7654557361598416
569,487,[1526.920166015625 891.7091674804688 1960.791015625 1236.4058837890625],car,[1679.081787109375 1119.92529296875 1815.553466796875 1164.6337890625],0.8508519530296326,EF10OZT,0.188767309264212
570,22,[542.2323608398438 960.9356079101562 1036.1007080078125 1399.5411376953125],car,[721.9718017578125 1247.297607421875 851.7869873046875 1289.966064453125],0.8773066401481628,AK64DMV,0.5381473745932461
570,487,[1527.22900390625 896.9786376953125 1963.1234130859375 1241.310546875],car,[1678.34716796875 1122.650634765625 1815.95654296875 1168.035400390625],0.866270899772644,EFIO@ZT,0.2236531091009617
571,22,[541.3153686523438 963.0997314453125 1036.973876953125 1402.8551025390625],car,[720.4910888671875 1248.5286865234375 855.5850830078125 1291.8253173828125],0.8693007826805115,AK64DHV,0.2990531555029438
571,487,[1527.5816650390625 900.3641357421875 1963.97119140625 1243.635986328125],car,[1685.800048828125 1127.3004150390625 1815.29296875 1168.7447509765625],0.8474897146224976,EF10DZT,0.32645488246095206
572,22,[539.4004516601562 967.3582763671875 1038.48291015625 1407.491455078125],car,[715.236328125 1253.3900146484375 852.51220703125 1297.1346435546875],0.8755459189414978,AK64DMV,0.7292902305173221
572,487,[1527.45751953125 903.4180908203125 1965.5992431640625 1248.00927734375],car,[1689.074951171875 1130.32177734375 1817.144287109375 1171.469970703125],0.8378458619117737,EFODZT,0.39681492997385637
573,22,[537.8770751953125 970.0545043945312 1039.600830078125 1411.4254150390625],car,[714.8059692382812 1258.74072265625 852.3331909179688 1301.1025390625],0.8476100564002991,AK64DMV,0.7741744819623203
573,487,[1528.9044189453125 907.2009887695312 1967.71923828125 1252.3563232421875],car,[1689.908203125 1135.4354248046875 1820.78564453125 1175.4710693359375],0.6046791672706604,EFIDDZT,0.5644651446464718
574,22,[537.32421875 970.9442749023438 1038.48779296875 1413.941650390625],car,[712.8265991210938 1261.7374267578125 851.8695678710938 1305.7081298828125],0.8503990769386292,AKE4DMV,0.5663042985492711
574,487,[1528.583984375 908.9744262695312 1968.1787109375 1254.4205322265625],car,[1683.605224609375 1133.993408203125 1822.5283203125 1178.673583984375],0.8155789375305176,EF10DZT,0.11752730485600867
575,22,[534.3513793945312 976.3134155273438 1036.6883544921875 1418.631103515625],car,[710.2930297851562 1266.7335205078125 849.6486206054688 1311.8216552734375],0.8347501754760742,AK64DMV,0.6414178258547717
575,487,[1528.810546875 912.10302734375 1968.8785400390625 1259.0076904296875],car,[1685.014404296875 1142.4970703125 1819.046630859375 1183.58251953125],0.7551416158676147,EFLODZT,0.13450450457325994
576,22,[530.8413696289062 981.8494262695312 1035.3919677734375 1422.9605712890625],car,[708.6549072265625 1271.814697265625 846.7760009765625 1315.433349609375],0.8027999401092529,AK64DMV,0.7709227711023433
576,487,[1529.390380859375 916.4270629882812 1971.241455078125 1263.1982421875],car,[1689.634521484375 1147.291259765625 1816.065185546875 1188.58447265625],0.6497761607170105,EFLODZT,0.2819515355029941
577,22,[529.5724487304688 983.1471557617188 1035.5770263671875 1424.7022705078125],car,[708.5494384765625 1274.314697265625 848.7603759765625 1317.489013671875],0.8739129304885864,AK64DMV,0.8244927407770141
577,487,[1531.7203369140625 918.5828857421875 1972.4215087890625 1266.404296875],car,[1690.456787109375 1147.889404296875 1818.601318359375 1191.089111328125],0.6848490834236145,EFLODZO,0.34061453599234875
578,22,[527.4051513671875 989.6298217773438 1033.76025390625 1428.3204345703125],car,[709.368896484375 1279.62158203125 846.84716796875 1322.44189453125],0.872373104095459,AK64DMV,0.7676196509364043
578,487,[1534.1251220703125 922.1472778320312 1973.8961181640625 1271.23828125],car,[1691.69970703125 1152.117431640625 1825.35546875 1195.417236328125],0.825111448764801,EF10DZO,0.3561001452462628
579,487,[1533.043701171875 925.5936279296875 1976.2034912109375 1274.926025390625],car,[1690.9071044921875 1156.367919921875 1822.2215576171875 1199.411376953125],0.8754156827926636,EFLOZT,0.09288750309680142
579,22,[524.6006469726562 994.5223388671875 1035.015869140625 1432.147705078125],car,[707.4591064453125 1283.66455078125 846.8734130859375 1326.82470703125],0.8722216486930847,AK64DMV,0.768012811868658
580,487,[1531.2255859375 927.1959228515625 1976.9547119140625 1277.2193603515625],car,[1689.74267578125 1160.0675048828125 1820.7626953125 1200.2740478515625],0.8659798502922058,EF10DZO,0.24676671363987815
580,22,[523.7258911132812 997.3583984375 1032.719482421875 1433.778076171875],car,[703.743896484375 1287.103515625 843.27197265625 1328.540283203125],0.8607087731361389,AK64DMV,0.846992885839461
581,22,[520.891845703125 999.7308959960938 1033.6976318359375 1434.4774169921875],car,[707.9534912109375 1291.98974609375 842.1444091796875 1336.2099609375],0.8630589246749878,AK64DMV,0.2838813708393911
581,487,[1530.6732177734375 930.51513671875 1977.9136962890625 1282.02392578125],car,[1691.7196044921875 1162.57177734375 1823.7630615234375 1206.4482421875],0.8590554594993591,EFODZT,0.19088269457227125
582,487,[1531.1712646484375 934.9536743164062 1980.1763916015625 1287.216552734375],car,[1687.218505859375 1165.383544921875 1831.63720703125 1211.941162109375],0.8538361191749573,EF10DZT,0.20256504305099166
582,22,[518.4317016601562 1003.26025390625 1034.8880615234375 1435.605224609375],car,[695.1932373046875 1298.260498046875 841.6185302734375 1342.840576171875],0.8394721150398254,AK64DMV,0.8772003794791953
583,487,[1531.22998046875 937.00830078125 1980.6456298828125 1290.0728759765625],car,[1686.9248046875 1167.432861328125 1826.9453125 1213.558837890625],0.8694058060646057,EFLODZT,0.2429305250640341
583,22,[516.8238525390625 1004.192626953125 1035.2177734375 1435.2503662109375],car,[699.11181640625 1299.990966796875 836.474365234375 1345.322509765625],0.8443812727928162,AK64DMV,0.6916038663872339
584,22,[513.514404296875 1009.2488403320312 1035.18115234375 1435.75537109375],car,[693.0858154296875 1306.171142578125 840.4530029296875 1348.1640625],0.8657823204994202,AK64DMV,0.542206650037606
584,487,[1532.14697265625 941.0428466796875 1981.9525146484375 1295.7802734375],car,[1691.64453125 1174.93359375 1826.526123046875 1218.07470703125],0.8259643316268921,EFLODZI,0.3715530846400509
585,22,[509.8994445800781 1013.2298583984375 1033.190673828125 1436.1781005859375],car,[696.5574951171875 1311.10400390625 832.8289794921875 1354.033203125],0.8828209638595581,AK64DMV,0.7801807673841787
585,487,[1531.147216796875 945.0750732421875 1983.711669921875 1300.798583984375],car,[1695.337646484375 1180.6376953125 1827.975341796875 1224.709228515625],0.8471605777740479,EFLODZT,0.16567781652036356
586,22,[507.9338073730469 1015.4085693359375 1032.4375 1436.24609375],car,[694.86572265625 1312.930908203125 835.8232421875 1356.725830078125],0.8837399482727051,AK64DMV,0.8220152291370965
586,487,[1530.6307373046875 946.728515625 1984.341796875 1302.7813720703125],car,[1695.39111328125 1183.231201171875 1827.12158203125 1225.33984375],0.8384978175163269,EFLODZI,0.39436307365127865
587,22,[506.9154968261719 1020.3096923828125 1032.068115234375 1436.2044677734375],car,[692.432861328125 1318.6973876953125 831.089111328125 1361.4266357421875],0.8734410405158997,AK64DHV,0.7625844098199493
587,487,[1530.648193359375 951.1030883789062 1985.3658447265625 1308.050537109375],car,[1693.365478515625 1185.812744140625 1829.843017578125 1228.02685546875],0.8474537134170532,EFODZT,0.511794548002896
588,487,[1532.399658203125 954.0086669921875 1986.720947265625 1313.1036376953125],car,[1693.058349609375 1191.29931640625 1832.686279296875 1233.5341796875],0.8643329739570618,EODZT,0.7860239205062115
588,22,[505.69976806640625 1025.011474609375 1030.96484375 1435.943115234375],car,[692.4110107421875 1325.069091796875 832.2105712890625 1371.268310546875],0.8520328998565674,AK64DMV,0.9335793982892381
589,487,[1534.0426025390625 955.6650390625 1986.998779296875 1315.5926513671875],car,[1691.28759765625 1192.8743896484375 1833.1689453125 1236.2728271484375],0.8761939406394958,EFODZT,0.3451112092596678
589,22,[504.36590576171875 1028.049072265625 1030.3990478515625 1435.667236328125],car,[689.7470703125 1327.6015625 828.250244140625 1373.12451171875],0.851245641708374,AK64DMV,0.5988599253442828
590,487,[1535.2508544921875 960.444580078125 1988.5355224609375 1318.8876953125],car,[1694.2119140625 1197.24658203125 1835.34375 1241.97705078125],0.8585352301597595,EFLODZT,0.35076902690374034
590,22,[501.7851257324219 1031.45703125 1030.5064697265625 1436.3736572265625],car,[688.39501953125 1332.888916015625 830.361083984375 1377.068115234375],0.8231633305549622,AK64DHV,0.6383907258873347
591,22,[500.4576416015625 1035.8179931640625 1028.7423095703125 1436.197509765625],car,[687.1619873046875 1339.82275390625 822.3507080078125 1382.12841796875],0.8824009299278259,AKE4DHV,0.5298461361655811
591,487,[1535.892578125 963.7517700195312 1992.1480712890625 1324.536376953125],car,[1694.0087890625 1199.847412109375 1836.486328125 1246.257080078125],0.8761757016181946,EFODZT,0.562905590458135
592,22,[498.5836181640625 1038.065673828125 1028.693115234375 1435.657958984375],car,[687.4190063476562 1342.72265625 823.9070434570312 1384.46240234375],0.8785566091537476,AK64DHV,0.8020373751180931
