frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
804,228,[574.2198486328125 895.9038696289062 1031.810791015625 1250.8394775390625],car,[738.0794677734375 1130.0296630859375 855.7716064453125 1172.8885498046875],0.6700935959815979,LN15ZZC,0.8968563875678178
805,228,[571.5138549804688 898.0180053710938 1029.7916259765625 1253.3067626953125],car,[735.686279296875 1132.28125 864.46240234375 1177.67724609375],0.5560086965560913,LN15ZZC,0.8490567697052079
805,310,[1522.5162353515625 981.5910034179688 1957.070068359375 1344.9617919921875],car,[1679.60205078125 1216.1845703125 1811.0185546875 1264.424560546875],0.3533909022808075,DOGERD,0.3252397266676462
806,228,[569.2230834960938 902.0992431640625 1028.864013671875 1256.31982421875],car,[735.9442138671875 1138.247802734375 855.6219482421875 1180.7529296875],0.6776513457298279,LN15ZZC,0.5443948466666216
806,310,[1522.356689453125 984.7460327148438 1959.611083984375 1349.0860595703125],car,[1677.091064453125 1221.9951171875 1810.123291015625 1269.3896484375],0.592221200466156,DO6ERD,0.14625694566149586
807,228,[566.0343627929688 905.382568359375 1027.8577880859375 1260.3131103515625],car,[729.316650390625 1144.7451171875 847.55419921875 1186.189453125],0.8614109754562378,LN15ZZC,0.7760595492383353
808,228,[565.2000122070312 907.594482421875 1025.1123046875 1262.9063720703125],car,[727.3274536132812 1147.6182861328125 848.0955200195312 1185.6243896484375],0.670318603515625,LN15ZZC,0.8691340955668454
808,310,[1522.576171875 992.6915283203125 1962.527099609375 1358.241455078125],car,[1677.5120849609375 1227.2308349609375 1817.8507080078125 1280.3607177734375],0.2931438386440277,GJ06ERD,0.31342725588303905
809,228,[563.1441650390625 910.8562622070312 1023.9861450195312 1268.6016845703125],car,[721.839111328125 1149.3697509765625 846.519287109375 1197.6898193359375],0.732049822807312,LN15ZZC,0.8583879824184338
809,310,[1522.7130126953125 996.5615234375 1963.552490234375 1363.6343994140625],car,[1677.327392578125 1236.291015625 1812.205322265625 1288.80859375],0.4528925120830536,GJ06ERD,0.2693742691744096
810,228,[560.8336791992188 914.8869018554688 1022.9575805664062 1273.8323974609375],car,[725.541259765625 1152.4169921875 848.990478515625 1198.29931640625],0.4693095088005066,LN15ZZC,0.9594390773260506
810,310,[1523.139892578125 1000.265625 1965.7041015625 1369.140380859375],car,[1678.767822265625 1240.97021484375 1808.970703125 1291.21630859375],0.44749754667282104,GJ06EFD,0.3103982241597811
811,228,[560.1492309570312 917.482666015625 1021.9977416992188 1276.659912109375],car,[728.1021728515625 1156.29345703125 842.4112548828125 1196.53857421875],0.7657637596130371,LN15ZZC,0.8441754626169853
811,310,[1523.80419921875 1001.72216796875 1966.3726806640625 1372.4661865234375],car,[1679.7906494140625 1241.83837890625 1812.5164794921875 1295.6318359375],0.45092877745628357,GJ06EFD,0.17646276813556888
812,228,[557.1917724609375 920.996337890625 1020.7727661132812 1279.727294921875],car,[709.5904541015625 1160.9326171875 839.3699951171875 1200.599609375],0.7558561563491821,LN15ZZC,0.6442184003470734
812,310,[1523.2088623046875 1006.5449829101562 1966.584716796875 1377.8505859375],car,[1678.51025390625 1246.8643798828125 1817.67236328125 1297.3514404296875],0.7274580597877502,GJ06EPD,0.34564762949893707
813,228,[554.24267578125 923.7552490234375 1021.6900634765625 1283.9779052734375],car,[714.1055908203125 1163.515625 839.1986083984375 1208.857421875],0.8394007086753845,LN15ZZC,0.37179198524554896
813,310,[1522.837158203125 1011.4130859375 1968.112060546875 1382.206298828125],car,[1683.445556640625 1248.2503662109375 1816.400634765625 1300.6654052734375],0.6453162431716919,GJ06EPD,0.1933316076913189
814,228,[552.6492309570312 925.9594116210938 1020.4130859375 1286.408447265625],car,[717.0716552734375 1165.4503173828125 840.94482421875 1211.1522216796875],0.8115414977073669,LN15ZZC,0.7806664362408055
814,310,[1523.0445556640625 1014.5272827148438 1969.1392822265625 1384.833740234375],car,[1683.955810546875 1255.227294921875 1814.31640625 1308.866455078125],0.3977320194244385,GJ06EFD,0.25609215438698296
815,228,[548.4442749023438 927.9474487304688 1017.6689453125 1291.56298828125],car,[715.5738525390625 1174.267333984375 838.6356201171875 1212.455322265625],0.8118253946304321,LN15ZZC,0.8976805745657848
815,310,[1522.94091796875 1018.0732421875 1970.4000244140625 1390.3887939453125],car,[1680.96142578125 1257.72998046875 1820.37890625 1312.259765625],0.5429208874702454,GJ06EPD,0.24270320852145078
816,228,[544.5504760742188 929.9365844726562 1017.1421508789062 1296.521240234375],car,[710.6931762695312 1179.6363525390625 831.6604614257812 1217.5428466796875],0.7857725620269775,LN15ZZC,0.9602560393147535
817,228,[542.8055419921875 932.0691528320312 1014.8554077148438 1300.3411865234375],car,[713.8634643554688 1181.146240234375 829.1663208007812 1222.730224609375],0.8363906145095825,LN15ZZC,0.6592659296436488
818,228,[540.81982421875 936.34912109375 1012.9524536132812 1304.575439453125],car,[708.6944580078125 1184.014404296875 825.1649169921875 1234.113525390625],0.6201415061950684,LM15ZZC,0.7709689323011388
819,228,[538.4274291992188 941.1235961914062 1010.9743041992188 1310.0902099609375],car,[699.2880249023438 1185.60546875 824.2079467773438 1230.61376953125],0.7781124711036682,LM15ZZC,0.5344437904285128
819,310,[1522.884521484375 1032.7891845703125 1977.324951171875 1409.97802734375],car,[1681.1219482421875 1277.5654296875 1819.5386962890625 1327.66796875],0.5252320170402527,LJDGEPD,0.0844673095956754
820,228,[536.344482421875 942.666015625 1009.5701293945312 1313.4737548828125],car,[674.132080078125 1186.837646484375 824.52001953125 1234.616455078125],0.7066446542739868,LN15ZZC,0.7396860093304347
820,310,[1522.9681396484375 1034.7103271484375 1978.1239013671875 1412.1767578125],car,[1685.490966796875 1280.2996826171875 1821.370361328125 1331.0975341796875],0.531015157699585,GJ06EFD,0.4124370036894769
821,228,[533.6119384765625 946.0540161132812 1009.9532470703125 1318.03076171875],car,[697.5291137695312 1190.638671875 823.2186889648438 1239.990234375],0.8304891586303711,LN15ZZC,0.9295399881693511
821,310,[1522.6539306640625 1039.7039794921875 1979.4361572265625 1417.823486328125],car,[1682.3516845703125 1289.415283203125 1822.5806884765625 1341.090087890625],0.5096907019615173,GJ06EPW,0.12528017298172306
822,228,[529.0270385742188 949.7476806640625 1006.0145263671875 1322.2371826171875],car,[693.132568359375 1195.5771484375 817.03759765625 1240.9189453125],0.8149515986442566,LN15ZZC,0.6758833230117242
822,310,[1521.943115234375 1043.5225830078125 1980.64697265625 1422.9813232421875],car,[1683.8525390625 1292.6151123046875 1829.5263671875 1344.8338623046875],0.5143118500709534,GJ06EFW,0.11451322769881873
823,228,[528.1435546875 952.6426391601562 1006.7632446289062 1325.7684326171875],car,[700.9068603515625 1202.614013671875 820.0526123046875 1243.371826171875],0.7457258701324463,LNSZZC,0.8378720832329158
823,310,[1522.00048828125 1046.393798828125 1980.9619140625 1425.862548828125],car,[1683.44287109375 1295.4267578125 1827.989013671875 1348.3125],0.6582266688346863,GJ06EPW,0.1763839444954695
824,228,[524.172119140625 957.2108764648438 1003.8693237304688 1330.7427978515625],car,[685.3490600585938 1207.0634765625 817.9912719726562 1249.2509765625],0.8305131196975708,LN15ZZC,0.8135496634511326
824,310,[1522.50439453125 1051.0086669921875 1982.836181640625 1429.5194091796875],car,[1685.28466796875 1304.02587890625 1827.58056640625 1352.99072265625],0.38000327348709106,GJ06EFD,0.141140590358485
825,228,[519.71533203125 961.5046997070312 1002.3400268554688 1336.688232421875],car,[681.5711669921875 1212.94580078125 813.8697509765625 1259.190185546875],0.6370245218276978,LN15ZZC,0.9202291638056989
826,228,[517.1038208007812 964.0193481445312 1001.1778564453125 1339.9559326171875],car,[688.8885498046875 1214.187744140625 811.7647705078125 1259.6435546875],0.7269787192344666,LN15ZZC,0.19720728772323853
826,310,[1523.24462890625 1059.0865478515625 1985.4345703125 1433.8072509765625],car,[1688.4495849609375 1310.3115234375 1831.3861083984375 1357.919921875],0.6328986287117004,LJ06EPW,0.15872040131908038
827,310,[1523.22607421875 1062.325439453125 1987.1246337890625 1433.948486328125],car,[1690.855224609375 1313.69287109375 1827.516845703125 1363.318115234375],0.8709836602210999,GJ06EPW,0.15220376832480448
827,228,[514.93701171875 967.6635131835938 1000.330322265625 1344.3165283203125],car,[686.0601806640625 1219.3671875 812.2662353515625 1261.7138671875],0.6946450471878052,LN15ZZC,0.6039170558492387
828,228,[511.4842834472656 971.301513671875 998.1036376953125 1348.4521484375],car,[681.8561401367188 1224.9267578125 806.6121215820312 1269.86865234375],0.8198661208152771,LN15ZZC,0.8683998008821749
829,228,[509.0868225097656 973.5938720703125 996.7141723632812 1351.051025390625],car,[679.861572265625 1226.7847900390625 811.7525634765625 1273.5633544921875],0.831174373626709,LNSZZC,0.7962109187069245
829,310,[1522.9248046875 1069.316162109375 1990.38037109375 1433.569580078125],car,[1694.09814453125 1324.0546875 1835.14599609375 1375.740966796875],0.3702053725719452,OJ06EPD,0.3056270306051034
830,228,[505.26409912109375 976.6044921875 992.9038696289062 1356.5748291015625],car,[683.7513427734375 1233.690673828125 799.6453857421875 1272.384033203125],0.7626965641975403,LM15ZZC,0.41243751025196973
830,310,[1523.3187255859375 1074.286865234375 1993.5501708984375 1434.228759765625],car,[1694.510009765625 1329.316650390625 1834.447265625 1379.828857421875],0.33682218194007874,OJ06EPD,0.16933459476840249
831,228,[501.63299560546875 980.6592407226562 990.6456298828125 1361.890869140625],car,[682.5673828125 1240.39404296875 797.48876953125 1281.60498046875],0.8193899393081665,LN15ZZC,0.8087330397850641
832,228,[499.522216796875 983.6085815429688 991.1287841796875 1364.777099609375],car,[671.9442749023438 1243.473876953125 797.5291137695312 1283.402587890625],0.8241699934005737,LN15ZZC,0.5634638843851243
833,228,[495.7624206542969 988.1026000976562 988.6848754882812 1370.326904296875],car,[668.1383666992188 1246.584228515625 789.6815795898438 1289.848388671875],0.7705596685409546,LNSZZC,0.7255412246282739
834,228,[492.74591064453125 990.7498779296875 988.6205444335938 1376.195556640625],car,[665.0074462890625 1248.432373046875 792.7769775390625 1293.755615234375],0.8286670446395874,LN15ZZC,0.8823989196654755
834,310,[1523.5892333984375 1090.8375244140625 1998.76513671875 1433.4444580078125],car,[1696.65283203125 1349.5279541015625 1836.4765625 1396.9075927734375],0.28264036774635315,GJ06EPD,0.3723150475079608
835,228,[490.64288330078125 991.93603515625 986.146484375 1379.4365234375],car,[667.6494750976562 1250.7886962890625 792.0470581054688 1294.5501708984375],0.8218708634376526,LN15ZZC,0.8838080893707139
836,228,[488.0605163574219 993.9916381835938 985.3359985351562 1383.7835693359375],car,[663.4161376953125 1256.3807373046875 790.6046142578125 1301.4708251953125],0.8409409523010254,LN15ZZC,0.9056945532750992
837,228,[484.1396179199219 999.04638671875 982.9232177734375 1389.692138671875],car,[654.0447998046875 1261.9600830078125 786.9854736328125 1306.0831298828125],0.8515670299530029,LN15ZZC,0.8812916578152228
838,228,[480.9781494140625 998.8417358398438 981.2391967773438 1393.121826171875],car,[656.4205322265625 1264.561279296875 790.89501953125 1309.600830078125],0.8393588662147522,LN15ZZC,0.7221045183740946
839,228,[477.5347595214844 1002.4004516601562 979.1815795898438 1399.0020751953125],car,[644.5037841796875 1275.137939453125 784.406982421875 1314.857177734375],0.7933586835861206,LN15ZZC,0.6803740869318429
839,310,[1524.2733154296875 1110.8831787109375 2006.1112060546875 1434.387451171875],car,[1695.0428466796875 1374.5238037109375 1839.7005615234375 1422.4764404296875],0.4081200957298279,GJ06EPD,0.11752679831657172
840,228,[474.6607971191406 1009.5097045898438 976.4370727539062 1404.065673828125],car,[651.7744750976562 1278.8248291015625 780.6961059570312 1321.1280517578125],0.7963624596595764,LNSZZC,0.645724708058341
841,228,[471.8501892089844 1013.27197265625 976.2144775390625 1406.7467041015625],car,[652.9947509765625 1280.766845703125 780.3133544921875 1321.779296875],0.8248404264450073,LNSZZC,0.29921500367842546
842,228,[468.3554992675781 1018.8536376953125 974.3394775390625 1411.4520263671875],car,[651.1648559570312 1285.36328125 777.8451538085938 1326.46337890625],0.8104496002197266,LN15ZZC,0.8996092114838954
843,228,[465.18341064453125 1023.3911743164062 972.5989990234375 1416.0863037109375],car,[642.5406494140625 1290.130859375 778.4539794921875 1336.15673828125],0.8527127504348755,LN15ZZC,0.4400274299158957
844,228,[463.1903076171875 1027.1007080078125 972.43017578125 1418.3115234375],car,[643.9366455078125 1290.9437255859375 776.8211669921875 1337.5357666015625],0.8662314414978027,LN15ZZC,0.6528734288148094
845,228,[458.860595703125 1031.4417724609375 969.71044921875 1423.4046630859375],car,[644.0528564453125 1297.984619140625 772.372802734375 1343.248779296875],0.853749692440033,LN15ZZC,0.9806029231040481
846,228,[454.5497131347656 1036.0606689453125 966.6151733398438 1429.1182861328125],car,[632.2476196289062 1305.9815673828125 766.6604614257812 1351.3148193359375],0.8728711605072021,LN15ZZC,0.8977607731152872
847,228,[452.7219543457031 1039.976318359375 966.7423095703125 1430.78955078125],car,[632.0142822265625 1308.726318359375 766.4178466796875 1351.734619140625],0.8763768076896667,LNSZZC,0.46892078417556676
848,228,[449.78631591796875 1044.4683837890625 964.9464111328125 1434.4935302734375],car,[630.06396484375 1312.453125 764.03515625 1355.88427734375],0.8740398287773132,LNSZZC,0.7062216421013656
849,228,[446.4114685058594 1049.71630859375 962.7344970703125 1435.9881591796875],car,[631.12939453125 1316.4227294921875 763.71142578125 1362.8153076171875],0.8768301010131836,LN15ZZC,0.6268310668925626
849,465,[1526.255126953125 845.8650512695312 1928.9036865234375 1153.9093017578125],car,[1671.484130859375 1060.11328125 1783.031982421875 1092.45849609375],0.4036271572113037,DA03CLX,0.37962283357982984
850,228,[444.6502990722656 1052.1424560546875 962.435791015625 1435.2822265625],car,[633.9478759765625 1320.58349609375 764.8426513671875 1367.2568359375],0.8578985929489136,LNSZZC,0.7978176609751505
850,465,[1526.1162109375 847.1199340820312 1928.9478759765625 1154.6553955078125],car,[1670.8809814453125 1057.7772216796875 1780.7681884765625 1094.1278076171875],0.5268266797065735,DA07CLY,0.28896313514796923
851,228,[443.01055908203125 1054.4412841796875 960.1828002929688 1435.470947265625],car,[624.1427612304688 1326.91943359375 757.0942993164062 1372.07763671875],0.8458510041236877,LNSZZC,0.9187494726579898
852,228,[439.66229248046875 1055.531982421875 958.9220581054688 1435.7635498046875],car,[619.476806640625 1332.3006591796875 756.052490234375 1379.8870849609375],0.8573996424674988,LNSZZC,0.9834596691202877
852,465,[1526.3316650390625 851.2429809570312 1931.0821533203125 1162.2596435546875],car,[1671.1533203125 1064.2939453125 1785.3837890625 1099.29541015625],0.46092692017555237,DAOZCLX,0.37072057876223163
853,228,[437.22381591796875 1055.765625 956.9710693359375 1435.4476318359375],car,[617.779296875 1338.349365234375 754.068115234375 1381.939208984375],0.8203962445259094,LNSZZC,0.9506005431056175
853,465,[1527.2933349609375 853.1215209960938 1931.8328857421875 1163.600341796875],car,[1668.55029296875 1062.623779296875 1787.04443359375 1105.198486328125],0.6130543351173401,DAOTCLY,0.4537779129501554
854,228,[433.504150390625 1056.0882568359375 954.7015380859375 1435.39892578125],car,[619.53466796875 1344.0650634765625 751.9658203125 1386.3626708984375],0.8703808784484863,LN15ZZC,0.5873467243849388
854,465,[1526.9105224609375 856.57373046875 1933.0340576171875 1167.9080810546875],car,[1666.38427734375 1066.183349609375 1787.892578125 1105.458984375],0.5142943859100342,WAOTCLI,0.3926065576201183
855,228,[430.00238037109375 1063.169921875 954.5628662109375 1434.707763671875],car,[614.9764404296875 1346.9169921875 750.5433349609375 1391.88671875],0.8636764883995056,LN15ZZC,0.5826623834638308
856,228,[427.66864013671875 1063.9415283203125 954.955322265625 1434.070556640625],car,[616.783203125 1351.076904296875 747.867431640625 1395.2529296875],0.8575373888015747,LN15ZZC,0.7370588094376895
856,465,[1526.7464599609375 860.4600830078125 1935.172607421875 1174.2879638671875],car,[1674.33544921875 1068.7603759765625 1788.27587890625 1101.4879150390625],0.3478902280330658,MAO7CLXT,0.2452374717425458
857,228,[424.275390625 1073.1439208984375 952.6499633789062 1434.4647216796875],car,[614.517822265625 1356.87841796875 748.538330078125 1400.5244140625],0.839310348033905,LN15ZZC,0.6392583732658593
858,228,[421.2117919921875 1079.484375 952.1665649414062 1434.7491455078125],car,[611.2001953125 1366.86474609375 747.015869140625 1407.47412109375],0.7842824459075928,LN15ZZC,0.943393634881527
859,228,[418.989013671875 1084.21337890625 952.1943969726562 1434.7081298828125],car,[610.1863403320312 1370.7857666015625 743.5307006835938 1408.0184326171875],0.6135315895080566,LN15ZZC,0.962011387388765
860,228,[414.1212463378906 1088.2913818359375 950.1268920898438 1434.6094970703125],car,[604.7508544921875 1373.85009765625 742.0489501953125 1418.1728515625],0.859596848487854,LISZZC,0.6433255891236109
860,465,[1527.39501953125 871.2579345703125 1938.8623046875 1187.4996337890625],car,[1679.3580322265625 1090.96728515625 1788.5233154296875 1125.91796875],0.3023596704006195,DADJCLX,0.35276417060323745
861,228,[411.06219482421875 1090.721923828125 947.8450927734375 1434.6966552734375],car,[589.7735595703125 1377.9326171875 738.9954833984375 1425.94677734375],0.8123358488082886,LN15ZZC,0.7845007395064449
861,465,[1527.2818603515625 873.4086303710938 1940.5186767578125 1190.197509765625],car,[1678.13427734375 1092.2923583984375 1789.15087890625 1124.8934326171875],0.4764310419559479,DA07CLX,0.29548199316788676
862,228,[408.3984680175781 1090.7078857421875 947.484375 1434.6064453125],car,[592.1959228515625 1382.092041015625 737.2054443359375 1429.535400390625],0.811888575553894,LNSZZC,0.7689645976148736
863,465,[1527.4345703125 877.5910034179688 1942.7525634765625 1195.8531494140625],car,[1668.91455078125 1093.72802734375 1791.9580078125 1138.298828125],0.45476314425468445,DA07CLX,0.1872325844445938
864,465,[1527.156494140625 881.1145629882812 1944.504638671875 1199.901123046875],car,[1675.792236328125 1093.7203369140625 1794.524169921875 1134.4107666015625],0.6208795309066772,DA07CLX,0.7226631076238446
866,465,[1527.294921875 887.6008911132812 1945.93359375 1207.91357421875],car,[1679.427734375 1097.14208984375 1795.75146484375 1130.51416015625],0.6687987446784973,[XN7TTY,0.0356439879661097
869,465,[1527.6834716796875 895.498779296875 1949.3209228515625 1219.427490234375],car,[1680.31201171875 1111.855712890625 1797.69580078125 1149.552978515625],0.4301570653915405,MOTCLZ,0.07697907126779717
870,465,[1528.5386962890625 898.71240234375 1950.5048828125 1222.4666748046875],car,[1676.100830078125 1119.128173828125 1799.718505859375 1156.844970703125],0.5159858465194702,DO7CLX,0.2714431119563082
871,465,[1528.568603515625 899.7147216796875 1952.2730712890625 1224.2811279296875],car,[1680.21630859375 1122.138916015625 1801.238037109375 1157.587158203125],0.5996553897857666,DAOJCLIX,0.13554865398383423
875,465,[1530.442138671875 910.0393676757812 1959.1029052734375 1242.48291015625],car,[1685.62890625 1131.994140625 1806.06640625 1166.3681640625],0.36734843254089355,IA07CLX,0.49923195227856226
879,465,[1531.1163330078125 920.3712768554688 1964.6741943359375 1256.1441650390625],car,[1692.1072998046875 1151.10107421875 1809.5072021484375 1187.427978515625],0.6057568192481995,@AO7CLX,0.3451332150667426
880,465,[1532.0184326171875 922.9456176757812 1965.695556640625 1258.50390625],car,[1686.1986083984375 1151.291015625 1809.5399169921875 1189.09375],0.7293622493743896,DOZCLX,0.5505891394369034
882,465,[1533.0360107421875 931.4202270507812 1967.4617919921875 1269.7772216796875],car,[1696.684814453125 1156.7906494140625 1810.576171875 1194.3978271484375],0.6535651683807373,MA07CLX,0.19516865514487788
883,465,[1533.3770751953125 933.5137329101562 1969.293212890625 1272.4227294921875],car,[1694.42822265625 1161.07275390625 1812.73291015625 1193.64208984375],0.5848898887634277,DAN7CLY,0.12421044738639025
887,465,[1535.2550048828125 947.9644165039062 1973.3446044921875 1288.159912109375],car,[1694.7310791015625 1185.638427734375 1820.5032958984375 1221.72802734375],0.7338175773620605,DA07CLI,0.1329538085683547
888,465,[1535.437744140625 951.8721923828125 1976.1815185546875 1293.3988037109375],car,[1694.3446044921875 1187.6181640625 1819.4317626953125 1227.983154296875],0.7317615747451782,MOJCLI,0.04753114096842944
889,465,[1535.279296875 953.8389282226562 1978.42333984375 1296.83349609375],car,[1696.5609130859375 1188.788330078125 1822.3328857421875 1227.889892578125],0.6498495936393738,@O7CLI,0.2654010263598882
890,465,[1535.8199462890625 956.724853515625 1980.867919921875 1300.8004150390625],car,[1696.2259521484375 1189.61181640625 1825.3326416015625 1233.0947265625],0.5769661664962769,MA07CLX,0.08388730600193896
891,465,[1536.1810302734375 960.81298828125 1983.719482421875 1306.9886474609375],car,[1695.405029296875 1193.248291015625 1826.40185546875 1235.287841796875],0.8063824772834778,DD7CLX,0.549938890178263
892,465,[1536.4305419921875 962.6610107421875 1985.2977294921875 1309.941162109375],car,[1697.07373046875 1194.0343017578125 1826.2900390625 1231.2332763671875],0.8262832164764404,[DO7CLX,0.35190123427057324
894,465,[1537.3076171875 969.7855224609375 1989.9671630859375 1319.11474609375],car,[1696.73388671875 1209.1015625 1834.94287109375 1253.41552734375],0.46658259630203247,DADZCLI,0.382263574004179
895,465,[1537.35986328125 971.5009765625 1991.990966796875 1321.781005859375],car,[1703.399169921875 1218.156982421875 1827.802490234375 1251.798583984375],0.4940267503261566,DAD7CLIL,0.1562599940259876
896,465,[1538.8955078125 975.0527954101562 1994.683349609375 1327.610595703125],car,[1707.042236328125 1217.2392578125 1831.304931640625 1255.62451171875],0.7913404107093811,WADZCLI,0.12091584975588475
897,465,[1539.231689453125 978.0709838867188 1997.2908935546875 1333.1055908203125],car,[1703.001220703125 1214.774169921875 1842.097900390625 1262.063232421875],0.47028109431266785,DAD7CLI,0.14477768364282004
898,465,[1539.8983154296875 981.0010986328125 1997.3551025390625 1335.748779296875],car,[1704.090087890625 1219.573974609375 1835.654296875 1261.921630859375],0.6520115733146667,DAD7CLX,0.40191697202090865
898,285,[1407.9727783203125 625.4368286132812 1817.4315185546875 1007.926513671875],car,[1560.078369140625 900.3123779296875 1665.276123046875 940.3902587890625],0.5224547982215881,(EOJVK5,0.10047701947737647
899,465,[1540.7542724609375 984.6012573242188 1998.44921875 1341.1712646484375],car,[1707.804443359375 1220.5166015625 1838.739501953125 1261.708984375],0.5414064526557922,DAD7CLX,0.34108381419840916
899,285,[1406.5819091796875 627.1162719726562 1818.040283203125 1011.719970703125],car,[1555.503173828125 902.787109375 1663.478759765625 942.63330078125],0.33909761905670166,EYO9,0.2015829086303711
900,285,[1405.940185546875 627.7529296875 1818.5478515625 1014.1012573242188],car,[1559.351318359375 907.25146484375 1660.7724609375 944.2412109375],0.393572062253952,EY03VWS,0.24290483398951626
901,285,[1405.4976806640625 627.6906127929688 1818.413818359375 1015.5303344726562],car,[1557.255859375 908.50390625 1670.29150390625 946.6708984375],0.3531130254268646,E7OJVW5,0.2745017190866635
902,285,[1405.1217041015625 629.7994384765625 1818.2086181640625 1018.9656372070312],car,[1556.177734375 912.5863037109375 1660.146484375 949.4256591796875],0.48138129711151123,EY06VWS,0.473455513778522
902,465,[1542.7855224609375 991.3992309570312 2002.992919921875 1354.32861328125],car,[1710.5205078125 1247.0794677734375 1841.76708984375 1284.0460205078125],0.3937767744064331,DAD7CLX,0.2717182335093173
903,465,[1544.2803955078125 995.9696044921875 2005.1143798828125 1359.22412109375],car,[1712.13671875 1247.0479736328125 1840.33935546875 1286.4473876953125],0.8076185584068298,[DAOJCLI,0.12078684522026525
903,285,[1403.830078125 631.2044067382812 1817.7415771484375 1021.4522094726562],car,[1555.59716796875 917.02978515625 1660.02001953125 956.00732421875],0.609539270401001,EY09VMS,0.09384096922900366
904,285,[1402.820068359375 632.1987915039062 1817.7662353515625 1021.7586059570312],car,[1553.136962890625 917.5798950195312 1661.675537109375 955.6848754882812],0.573638379573822,EEYOGVWS,0.31662350916827486
904,465,[1545.1087646484375 998.0719604492188 2005.6434326171875 1360.56201171875],car,[1713.6253662109375 1248.039794921875 1843.4681396484375 1291.7607421875],0.48322543501853943,DADZCLX,0.4569123254575112
905,285,[1401.6168212890625 631.8374633789062 1818.1680908203125 1024.90771484375],car,[1551.097900390625 921.05810546875 1661.733642578125 958.20263671875],0.5276154279708862,EX06VWS,0.2176350944397104
905,465,[1545.688232421875 1001.221923828125 2009.0037841796875 1365.4591064453125],car,[1712.31640625 1254.76953125 1847.8681640625 1298.09912109375],0.2903800308704376,DD7CLX,0.23396823159108152
905,342,[518.2451171875 1059.3472900390625 1052.8773193359375 1433.1727294921875],car,[753.2733154296875 1346.222412109375 843.8057861328125 1385.273193359375],0.25043588876724243,0MNA,0.740678109577017
906,465,[1546.1243896484375 1005.869873046875 2012.49267578125 1370.7183837890625],car,[1717.212158203125 1254.8580322265625 1847.770263671875 1293.5257568359375],0.5641762614250183,DAOZCLX,0.42938847182969825
906,285,[1401.0654296875 631.8232421875 1818.3504638671875 1028.380615234375],car,[1551.157958984375 922.5933837890625 1663.239013671875 960.4569091796875],0.43322426080703735,EO:VKS},0.0962011686934829
906,342,[515.1494750976562 1063.728271484375 1049.4747314453125 1432.748291015625],car,[755.2354736328125 1349.349365234375 844.78955078125 1392.423828125],0.4154880940914154,DMMA,0.3510856032371521
907,465,[1546.8084716796875 1008.4769897460938 2014.584716796875 1374.40234375],car,[1713.543212890625 1257.293212890625 1851.291259765625 1298.62548828125],0.7483933568000793,DAD7CLX,0.30010884312443664
907,285,[1399.671875 631.6471557617188 1818.0308837890625 1029.86572265625],car,[1550.89404296875 922.893310546875 1663.55615234375 961.64306640625],0.6236067414283752,EOJVWS},0.2605843463553301
907,342,[511.6283264160156 1068.7073974609375 1048.2119140625 1431.86669921875],car,[751.5093994140625 1349.544677734375 843.28369140625 1396.310791015625],0.525102972984314,DINA,0.15468306839466095
908,285,[1398.4979248046875 635.3668823242188 1818.6336669921875 1033.8011474609375],car,[1550.494140625 924.3350830078125 1662.409912109375 961.6954345703125],0.556861937046051,EOJVKS},0.19399865238433006
909,465,[1548.991943359375 1020.6234130859375 2021.5096435546875 1383.514892578125],car,[1722.714111328125 1268.284912109375 1855.591064453125 1312.254150390625],0.6490287184715271,ADTCLX,0.6024847457708338
909,285,[1398.1168212890625 637.4755249023438 1819.512939453125 1036.9178466796875],car,[1551.3897705078125 927.283935546875 1655.9093017578125 965.3023681640625],0.5771984457969666,EYO?VWS,0.42983714078977464
909,342,[505.14984130859375 1079.2513427734375 1044.4736328125 1432.1953125],car,[743.864013671875 1366.821533203125 830.33056640625 1408.214111328125],0.4134414792060852,'OMNA,0.1425050508024805
910,285,[1397.716796875 638.404296875 1818.685791015625 1038.0738525390625],car,[1554.609130859375 928.1058959960938 1661.0625 966.8980102539062],0.6258776187896729,MEYOBVUS,0.0697238271079706
910,465,[1549.04833984375 1023.96142578125 2025.493896484375 1387.5968017578125],car,[1725.754638671875 1280.978759765625 1856.505615234375 1317.506103515625],0.5752443671226501,WA07CLX,0.1352074502254083
911,465,[1549.8411865234375 1027.9813232421875 2028.0875244140625 1392.3070068359375],car,[1729.0955810546875 1281.879150390625 1858.5745849609375 1327.743408203125],0.8296858072280884,DAOTCLX,0.26825191090384937
911,285,[1396.9014892578125 641.0765991210938 1818.68310546875 1041.538818359375],car,[1552.416259765625 931.8677978515625 1659.242919921875 971.7772216796875],0.760742723941803,EOBVWS,0.23182129615933353
912,465,[1549.98779296875 1031.978271484375 2030.2098388671875 1397.7987060546875],car,[1726.658935546875 1283.115234375 1860.252685546875 1326.90673828125],0.6928387880325317,DAD7CLX,0.3273140985530403
912,342,[493.92950439453125 1091.96875 1040.8106689453125 1431.8770751953125],car,[727.0262451171875 1380.1068115234375 831.1624755859375 1430.0550537109375],0.6497150659561157,G0UNA,0.301167602373241
